timestamp,weather_condition,terrain_type,signal_interference_level,temperature,humidity
2024-01-01 00:00:31,Clear,Urban,Moderate,21.144716750408573,50.61249478419507
2024-01-01 00:00:32,Clear,Forest,Low,21.482468419804107,51.527295447574645
2024-01-01 00:00:33,Clear,Desert,Low,22.1177124457555,53.77291885210202
2024-01-01 00:00:34,Clear,Mountainous,Moderate,22.055831980986934,49.922382493421686
2024-01-01 00:00:35,Clear,Urban,Low,19.77107258921068,49.419777934989504
2024-01-01 00:00:36,Cloudy,Mountainous,High,22.81997570873366,40.84886668182365
2024-01-01 00:00:37,Clear,Rural,Low,21.075134602614824,56.316193392158596
2024-01-01 00:00:38,Clear,Urban,Moderate,21.92528933771593,52.281144365422016
2024-01-01 00:00:39,Clear,Urban,Low,22.566423157263976,58.97230091498653
2024-01-01 00:00:40,Clear,Desert,Low,21.40699597940802,57.724903462005074
2024-01-01 00:00:41,Cloudy,Urban,Low,23.615123924539343,53.120293742643874
2024-01-01 00:00:42,Rain,Desert,Low,19.204140974812205,51.09949309266279
2024-01-01 00:00:43,Fog,Desert,Low,22.91213070651392,53.22561064221885
2024-01-01 00:00:44,Cloudy,Urban,Low,19.71474000547049,58.94057266007166
2024-01-01 00:00:45,Cloudy,Mountainous,Low,23.846376193649313,58.00048962106976
2024-01-01 00:00:46,Cloudy,Mountainous,Low,22.8828977234783,52.366455041189745
2024-01-01 00:00:47,Clear,Desert,Low,21.559663190130394,51.927148230733636
2024-01-01 00:00:48,Clear,Desert,Low,22.671466358042167,49.90793539844977
2024-01-01 00:00:49,Cloudy,Desert,Low,22.547146886824187,57.88801757703735
2024-01-01 00:00:50,Fog,Desert,Low,20.913093023246358,63.68426583172383
2024-01-01 00:00:51,Clear,Rural,Low,22.47211572751813,61.10668466903467
2024-01-01 00:00:52,Clear,Urban,Low,22.068861736397064,58.02834092766865
2024-01-01 00:00:53,Cloudy,Rural,Low,22.33094219855036,55.40059391922799
2024-01-01 00:00:54,Cloudy,Rural,Low,21.90360153146713,51.312293839910275
2024-01-01 00:00:55,Clear,Forest,High,20.812452738241568,58.67491814962212
2024-01-01 00:00:56,Clear,Mountainous,Low,21.730518156098665,52.528502351441226
2024-01-01 00:00:57,Clear,Rural,Low,21.31719980537069,58.581209086195784
2024-01-01 00:00:58,Cloudy,Rural,Low,23.19356156795863,56.93040519027767
2024-01-01 00:00:59,Clear,Desert,Low,22.024552343647844,55.77387055000174
2024-01-01 00:01:00,Clear,Desert,Low,24.098313164037318,55.46262911079026
2024-01-01 00:01:01,Cloudy,Rural,Low,20.775688566951004,53.95649206704338
2024-01-01 00:01:02,Clear,Mountainous,Low,21.66813484051361,53.856801810591584
2024-01-01 00:01:03,Clear,Rural,Moderate,21.31929063640922,64.08414559614396
2024-01-01 00:01:04,Clear,Mountainous,Low,23.35991150774845,62.58515489230146
2024-01-01 00:01:05,Clear,Urban,Low,22.3866071542745,55.94333218699479
2024-01-01 00:01:06,Clear,Desert,Low,23.107849195935643,62.5865185990834
2024-01-01 00:01:07,Rain,Rural,Low,23.610068274983384,61.88881371523148
2024-01-01 00:01:08,Cloudy,Mountainous,Low,21.500690873599982,65.80032741548567
2024-01-01 00:01:09,Fog,Urban,Low,22.961771074944938,59.49762663396187
2024-01-01 00:01:10,Rain,Forest,Low,23.970401354929912,54.69374120910244
2024-01-01 00:01:11,Clear,Urban,Low,22.83513655258415,62.0030073264626
2024-01-01 00:01:12,Cloudy,Desert,Moderate,23.23587284208494,61.690127919066924
2024-01-01 00:01:13,Clear,Urban,Low,22.93787448381914,58.052180134565894
2024-01-01 00:01:14,Clear,Forest,Low,24.414256404374335,58.16978295239382
2024-01-01 00:01:15,Clear,Urban,Low,23.05069034926958,58.275944264851226
2024-01-01 00:01:16,Clear,Forest,Low,23.866561292713502,59.7099446412511
2024-01-01 00:01:17,Clear,Desert,Moderate,23.828894831996973,52.880055778205
2024-01-01 00:01:18,Storm,Urban,Low,24.31159779669905,58.41684008393979
2024-01-01 00:01:19,Storm,Rural,Low,24.63916012749104,58.45084946198091
2024-01-01 00:01:20,Clear,Forest,Low,23.590804368553066,62.170629247310366
2024-01-01 00:01:21,Cloudy,Forest,Low,24.05842621335633,63.330327199348545
2024-01-01 00:01:22,Clear,Desert,Low,25.161760018395196,67.43963467277689
2024-01-01 00:01:23,Cloudy,Urban,Low,23.438162520046692,65.52807106150529
2024-01-01 00:01:24,Clear,Forest,Low,24.299340446903845,66.34158649352734
2024-01-01 00:01:25,Clear,Desert,High,22.72884231214022,57.486762726822626
2024-01-01 00:01:26,Rain,Desert,Low,24.23082721676255,59.77950178771943
2024-01-01 00:01:27,Clear,Desert,Low,24.414245104450075,61.25032518275032
2024-01-01 00:01:28,Clear,Forest,Low,22.476427825366844,63.09278515539633
2024-01-01 00:01:29,Clear,Urban,Moderate,23.395014033212544,68.23342210642171
2024-01-01 00:01:30,Clear,Forest,Low,24.017099714387584,57.28525731656191
2024-01-01 00:01:31,Cloudy,Urban,Low,22.472066942996396,60.91757231510088
2024-01-01 00:01:32,Rain,Desert,High,24.330396222875564,62.70629865140055
2024-01-01 00:01:33,Clear,Urban,Low,23.96106946785746,64.12034459320007
2024-01-01 00:01:34,Clear,Rural,Low,24.19743679836026,62.38260093491764
2024-01-01 00:01:35,Clear,Forest,Low,25.04059328601368,62.40582521727689
2024-01-01 00:01:36,Storm,Desert,Low,23.614203949858254,68.16609545244665
2024-01-01 00:01:37,Clear,Rural,High,26.069785661683035,53.48713611411647
2024-01-01 00:01:38,Rain,Mountainous,Low,26.03285536770577,59.89473724506301
2024-01-01 00:01:39,Rain,Forest,Low,23.356194007074063,62.78809523140127
2024-01-01 00:01:40,Cloudy,Urban,Low,25.364255754580086,66.28487251255937
2024-01-01 00:01:41,Rain,Forest,Low,22.90319617594841,56.42103246707404
2024-01-01 00:01:42,Cloudy,Mountainous,High,23.650173564973954,56.791846478651024
2024-01-01 00:01:43,Fog,Urban,High,24.120609416009035,66.58357876214168
2024-01-01 00:01:44,Clear,Urban,Low,24.4822295817803,61.940302467020956
2024-01-01 00:01:45,Cloudy,Desert,High,24.04931247224869,57.559468300516734
2024-01-01 00:01:46,Clear,Desert,Moderate,24.06040456400862,67.43138850882991
2024-01-01 00:01:47,Clear,Urban,Low,23.873495810087263,65.21820023992817
2024-01-01 00:01:48,Rain,Urban,Low,23.312992528627014,61.36566346145128
2024-01-01 00:01:49,Cloudy,Urban,Low,25.307554721807815,70.46101684076315
2024-01-01 00:01:50,Clear,Desert,Low,23.994895344779085,59.052157832490835
2024-01-01 00:01:51,Clear,Rural,Moderate,25.183623330411645,63.163172771890444
2024-01-01 00:01:52,Fog,Rural,Low,25.404119850719486,67.33939783055467
2024-01-01 00:01:53,Fog,Desert,Low,24.93619386816921,60.988783529940946
2024-01-01 00:01:54,Fog,Rural,Low,23.71786452934508,64.28232159058628
2024-01-01 00:01:55,Clear,Mountainous,Low,25.47269364115564,70.60218356474789
2024-01-01 00:01:56,Clear,Urban,Low,24.550139530977596,64.26782859559275
2024-01-01 00:01:57,Clear,Desert,Low,23.80817373558645,60.96842116243849
2024-01-01 00:01:58,Rain,Mountainous,Low,24.89777326321369,70.14847864166796
2024-01-01 00:01:59,Clear,Desert,Low,23.92332373659019,59.42082206690112
2024-01-01 00:02:00,Clear,Mountainous,Low,24.365718981404257,70.80181578239203
2024-01-01 00:02:01,Fog,Urban,Moderate,25.1850550737737,67.49264915770704
2024-01-01 00:02:02,Fog,Desert,High,23.775756669644686,65.34313137803179
2024-01-01 00:02:03,Clear,Desert,Low,23.56122715261316,67.11867442352286
2024-01-01 00:02:04,Storm,Rural,Low,26.322587618708873,55.299535088532636
2024-01-01 00:02:05,Clear,Desert,Low,24.026494313206488,54.76834420451226
2024-01-01 00:02:06,Fog,Desert,High,26.215009969620436,68.0067222705129
2024-01-01 00:02:07,Clear,Urban,Low,24.779908924871663,62.57608036582852
2024-01-01 00:02:08,Cloudy,Urban,Moderate,26.052575984772012,61.931020980540495
2024-01-01 00:02:09,Clear,Rural,Low,24.720304044984612,72.46969246508635
2024-01-01 00:02:10,Cloudy,Urban,Low,26.947082570662506,59.40266988747946
2024-01-01 00:02:11,Clear,Mountainous,Moderate,26.236975681383456,69.80631195493353
2024-01-01 00:02:12,Clear,Forest,High,23.801088192314516,72.6356529782499
2024-01-01 00:02:13,Clear,Desert,Low,25.82032674129734,64.82948177253193
2024-01-01 00:02:14,Clear,Desert,High,25.366468338297906,58.329843900059814
2024-01-01 00:02:15,Clear,Desert,Low,23.79409783406821,59.08728208994045
2024-01-01 00:02:16,Rain,Urban,Low,26.59000978368779,64.09265592195302
2024-01-01 00:02:17,Clear,Mountainous,Low,25.659454133809312,66.61796574914976
2024-01-01 00:02:18,Fog,Rural,Moderate,25.49031124732996,69.40033492135905
2024-01-01 00:02:19,Clear,Forest,Low,26.653217130978547,61.029368999791394
2024-01-01 00:02:20,Clear,Rural,Low,25.109085028951863,66.55221452845234
2024-01-01 00:02:21,Clear,Rural,Moderate,27.593453080437744,65.00770116915965
2024-01-01 00:02:22,Fog,Desert,Low,25.724272008843172,63.32700630190685
2024-01-01 00:02:23,Clear,Desert,Low,26.47901188515996,73.20170358006557
2024-01-01 00:02:24,Clear,Mountainous,Low,27.210727658564704,63.157932159932756
2024-01-01 00:02:25,Clear,Mountainous,Low,26.05533366987994,69.95577762296816
2024-01-01 00:02:26,Fog,Desert,Low,24.870620552653918,62.307630391194834
2024-01-01 00:02:27,Storm,Urban,Low,25.726857719950992,69.9184104324781
2024-01-01 00:02:28,Cloudy,Desert,Moderate,27.413052168725454,64.10563315953951
2024-01-01 00:02:29,Clear,Urban,Low,23.5809455877519,64.10570032904675
2024-01-01 00:02:30,Clear,Urban,Moderate,25.390125596686786,73.01153421666726
2024-01-01 00:02:31,Cloudy,Mountainous,Low,25.112449978670828,59.273305234092184
2024-01-01 00:02:32,Fog,Forest,Low,27.540333728976613,69.13784023305432
2024-01-01 00:02:33,Fog,Desert,Low,26.744224859055823,66.48956260205964
2024-01-01 00:02:34,Storm,Forest,Low,25.716228146908886,68.46734890011467
2024-01-01 00:02:35,Rain,Desert,Low,26.37002166223969,69.81040790345921
2024-01-01 00:02:36,Clear,Desert,Low,26.8944965192852,56.409278014606386
2024-01-01 00:02:37,Clear,Urban,Low,26.816028601763367,66.64498034995923
2024-01-01 00:02:38,Rain,Urban,Low,27.35069414468796,54.38011073402623
2024-01-01 00:02:39,Cloudy,Desert,Low,25.245925553180797,72.02313240606577
2024-01-01 00:02:40,Clear,Mountainous,Low,27.782742491271144,61.28472483363819
2024-01-01 00:02:41,Clear,Desert,Moderate,26.22860675093885,59.662411767765484
2024-01-01 00:02:42,Clear,Urban,Low,25.64055605934523,66.64616220477585
2024-01-01 00:02:43,Clear,Urban,Moderate,26.659956581686156,75.26538491460171
2024-01-01 00:02:44,Clear,Urban,Low,26.59473674179573,68.90173919955146
2024-01-01 00:02:45,Storm,Rural,Low,26.025808297948274,68.92236073210427
2024-01-01 00:02:46,Cloudy,Desert,Low,26.141462171801493,69.9052587547466
2024-01-01 00:02:47,Clear,Desert,High,27.58047060293785,70.41373009956777
2024-01-01 00:02:48,Clear,Forest,Moderate,26.293282105882643,70.71777639625753
2024-01-01 00:02:49,Storm,Forest,Low,27.348317345673202,85.73042060757427
2024-01-01 00:02:50,Cloudy,Desert,Low,25.63384429543647,72.26387735078643
2024-01-01 00:02:51,Cloudy,Forest,Low,26.008699283445893,69.21126375261528
2024-01-01 00:02:52,Clear,Desert,Moderate,28.480587098423314,75.0014296246337
2024-01-01 00:02:53,Clear,Desert,Low,27.922334884859396,62.806035615836265
2024-01-01 00:02:54,Clear,Mountainous,High,27.12813800445086,58.377751479881226
2024-01-01 00:02:55,Clear,Rural,Moderate,25.059569981163712,70.51499039446267
2024-01-01 00:02:56,Rain,Forest,Low,26.213663331450224,69.70442975996015
2024-01-01 00:02:57,Clear,Mountainous,Low,24.991406353552502,65.6276118506304
2024-01-01 00:02:58,Fog,Mountainous,Low,27.491614629019097,69.57914859868013
2024-01-01 00:02:59,Cloudy,Rural,Low,26.54615441373614,64.71140209514724
2024-01-01 00:03:00,Rain,Urban,Low,26.333392851237072,67.52161638308836
2024-01-01 00:03:01,Fog,Desert,Low,26.467680917771833,75.10556329922241
2024-01-01 00:03:02,Storm,Mountainous,Moderate,27.328726137026784,65.20253887439044
2024-01-01 00:03:03,Cloudy,Rural,Low,27.072367531956985,64.500520589672
2024-01-01 00:03:04,Clear,Desert,Moderate,26.72045333123929,63.36398967168341
2024-01-01 00:03:05,Rain,Rural,Low,28.435192317437707,62.96985946900449
2024-01-01 00:03:06,Cloudy,Rural,Low,27.134835475624833,70.7157642931335
2024-01-01 00:03:07,Clear,Mountainous,Low,27.70657858499,77.75189184432628
2024-01-01 00:03:08,Clear,Rural,Low,28.06429856662546,68.21806326826672
2024-01-01 00:03:09,Clear,Urban,Moderate,26.042118950557068,67.06132155662844
2024-01-01 00:03:10,Clear,Desert,Low,28.40982781748248,68.69157340800808
2024-01-01 00:03:11,Rain,Mountainous,Low,26.4447147854296,67.4923203870337
2024-01-01 00:03:12,Clear,Rural,Low,26.61678287740539,72.64952569288444
2024-01-01 00:03:13,Cloudy,Forest,Moderate,26.909558703506374,66.59232371537107
2024-01-01 00:03:14,Clear,Forest,Low,27.486280673068954,60.394796038572125
2024-01-01 00:03:15,Rain,Desert,Low,27.947490336764915,63.15388975928805
2024-01-01 00:03:16,Clear,Mountainous,Low,25.538309120545453,60.070393711777136
2024-01-01 00:03:17,Cloudy,Urban,Low,27.650309076954603,69.01563052098295
2024-01-01 00:03:18,Cloudy,Rural,Moderate,27.979722069612578,78.78950531130667
2024-01-01 00:03:19,Storm,Forest,Low,26.30879382308289,75.55716060789057
2024-01-01 00:03:20,Cloudy,Mountainous,Moderate,26.407817686622884,70.67487814102705
2024-01-01 00:03:21,Clear,Urban,Low,28.732317706137493,67.57169451566723
2024-01-01 00:03:22,Clear,Mountainous,Low,29.009590694060716,62.14976158093051
2024-01-01 00:03:23,Clear,Mountainous,Low,28.520753050548116,66.13087630527308
2024-01-01 00:03:24,Rain,Desert,Low,25.613858307191116,71.05291635748718
2024-01-01 00:03:25,Rain,Urban,Low,28.017095195407286,68.94697239444751
2024-01-01 00:03:26,Cloudy,Rural,Low,25.897440501069617,67.41139617601337
2024-01-01 00:03:27,Clear,Mountainous,Low,29.925324612229552,71.17358327508842
2024-01-01 00:03:28,Clear,Mountainous,Low,29.7371093126227,73.83786381017266
2024-01-01 00:03:29,Clear,Mountainous,Low,27.779793749676085,72.32400972461423
2024-01-01 00:03:30,Clear,Desert,Low,26.814030876300514,70.89404051132841
2024-01-01 00:03:31,Clear,Forest,Moderate,28.651651984714828,72.99886025046399
2024-01-01 00:03:32,Storm,Rural,Low,27.690057267718867,69.52758151468008
2024-01-01 00:03:33,Cloudy,Rural,Low,27.1490461662202,66.57059301413224
2024-01-01 00:03:34,Cloudy,Urban,Low,29.049138180761563,63.86310910814392
2024-01-01 00:03:35,Clear,Urban,Low,27.29413218564641,71.77795483332427
2024-01-01 00:03:36,Clear,Forest,High,28.083983191373747,75.68448520878592
2024-01-01 00:03:37,Clear,Urban,High,27.573320041551156,71.11744966972695
2024-01-01 00:03:38,Fog,Urban,Low,26.34601454805046,74.58171633985242
2024-01-01 00:03:39,Clear,Forest,Low,28.226644396990718,72.7477484917322
2024-01-01 00:03:40,Clear,Desert,Low,26.417064135667626,67.35636186529273
2024-01-01 00:03:41,Clear,Rural,Low,29.1438022442804,76.96392563908208
2024-01-01 00:03:42,Clear,Forest,Moderate,27.358932866494598,77.09880450556034
2024-01-01 00:03:43,Rain,Forest,Low,28.15154204769294,70.60324746520409
2024-01-01 00:03:44,Rain,Forest,Low,27.60313099069513,77.70274144685811
2024-01-01 00:03:45,Rain,Desert,High,29.38195903366063,67.80743823897143
2024-01-01 00:03:46,Clear,Forest,Moderate,26.829296435317655,71.06224194920728
2024-01-01 00:03:47,Fog,Urban,Low,26.581204797764865,71.44969568496478
2024-01-01 00:03:48,Rain,Desert,Moderate,28.547167730526446,74.07914895929784
2024-01-01 00:03:49,Cloudy,Mountainous,Low,26.65417086918788,73.83569006981159
2024-01-01 00:03:50,Clear,Desert,Moderate,30.006350293763106,67.36165032741154
2024-01-01 00:03:51,Clear,Forest,Low,28.17559226044937,79.16334420554986
2024-01-01 00:03:52,Clear,Mountainous,Low,27.822453527962566,80.77313592808541
2024-01-01 00:03:53,Clear,Desert,Low,28.816560432067302,70.5729095957591
2024-01-01 00:03:54,Clear,Forest,Low,29.817286717595103,70.39013053594367
2024-01-01 00:03:55,Clear,Urban,Moderate,29.79035175088462,68.87999669183726
2024-01-01 00:03:56,Clear,Mountainous,Low,27.982979041049813,81.01579695930911
2024-01-01 00:03:57,Clear,Urban,Low,29.76210723618337,64.1330916027964
2024-01-01 00:03:58,Clear,Urban,High,28.811572381637415,69.25600185654248
2024-01-01 00:03:59,Cloudy,Rural,High,27.91325224534897,81.63669888907349
2024-01-01 00:04:00,Cloudy,Desert,Moderate,28.38398706489347,66.90677920260687
2024-01-01 00:04:01,Cloudy,Urban,Moderate,26.96398396013326,67.69324643095798
2024-01-01 00:04:02,Cloudy,Rural,Moderate,29.139489924154063,72.70605498464829
2024-01-01 00:04:03,Fog,Desert,Low,28.687474133872097,72.80514525124727
2024-01-01 00:04:04,Rain,Forest,Moderate,28.73822598777146,72.65211067813287
2024-01-01 00:04:05,Clear,Rural,Low,28.112347793252283,69.42681660801519
2024-01-01 00:04:06,Cloudy,Rural,Low,29.679659121235716,80.93323868021182
2024-01-01 00:04:07,Rain,Urban,Moderate,29.964756495603634,70.16512673849121
2024-01-01 00:04:08,Cloudy,Forest,Moderate,28.86716505269213,66.32294835196026
2024-01-01 00:04:09,Clear,Forest,Low,29.981764074066803,70.07484776270708
2024-01-01 00:04:10,Clear,Desert,Low,28.90019627033484,76.71237390151369
2024-01-01 00:04:11,Clear,Desert,Low,30.580199123560295,67.07128761781058
2024-01-01 00:04:12,Fog,Forest,Low,32.232068229788894,75.85850397903594
2024-01-01 00:04:13,Clear,Desert,Low,27.30380657370086,67.89350961735211
2024-01-01 00:04:14,Cloudy,Urban,Low,28.51042778241951,68.80308853560362
2024-01-01 00:04:15,Cloudy,Mountainous,Low,27.42620516613946,72.94280283961766
2024-01-01 00:04:16,Clear,Mountainous,Low,29.581133302841966,71.85326497773033
2024-01-01 00:04:17,Cloudy,Mountainous,Low,29.313806865702684,70.70281964071508
2024-01-01 00:04:18,Clear,Urban,Low,30.192060160405312,67.7317478647426
2024-01-01 00:04:19,Clear,Forest,Low,27.512112055281886,68.8870277257969
2024-01-01 00:04:20,Clear,Urban,Low,29.47435906941578,69.11522695131579
2024-01-01 00:04:21,Clear,Mountainous,High,30.17484301352051,73.5715750258637
2024-01-01 00:04:22,Cloudy,Desert,Low,29.767572562898245,65.81106797404284
2024-01-01 00:04:23,Rain,Desert,Low,29.734600548201172,74.90925514567955
2024-01-01 00:04:24,Clear,Desert,Moderate,28.722986357739966,75.19647724034753
2024-01-01 00:04:25,Rain,Urban,Low,31.314853262121144,65.74548824553112
2024-01-01 00:04:26,Clear,Rural,Low,28.438054392975953,73.38509251228565
2024-01-01 00:04:27,Clear,Forest,Low,28.93430547156665,71.34238174014372
2024-01-01 00:04:28,Clear,Rural,Low,27.928642206690963,67.21891344541379
2024-01-01 00:04:29,Fog,Urban,Low,29.524464339197557,70.60001408857036
2024-01-01 00:04:30,Cloudy,Desert,Low,28.93965294694608,67.17486747598875
2024-01-01 00:04:31,Clear,Urban,Moderate,29.719130357031528,65.96392270041352
2024-01-01 00:04:32,Clear,Mountainous,High,28.44254634661612,63.75481476947745
2024-01-01 00:04:33,Clear,Rural,Low,29.068164628325206,67.33357304776975
2024-01-01 00:04:34,Fog,Rural,Low,29.594889099106688,70.83477849273041
2024-01-01 00:04:35,Clear,Urban,High,29.654864015704653,73.76362860366517
2024-01-01 00:04:36,Clear,Rural,Low,29.338633852371377,71.84152000864266
2024-01-01 00:04:37,Fog,Forest,Low,29.18544823644479,64.50507620980491
2024-01-01 00:04:38,Clear,Urban,Low,29.39147192552278,74.30194045811612
2024-01-01 00:04:39,Cloudy,Mountainous,Moderate,29.787795313114593,72.66615529637417
2024-01-01 00:04:40,Storm,Desert,Low,28.609336190045667,66.29438253137671
2024-01-01 00:04:41,Fog,Desert,Moderate,28.77901019618884,67.43965287507037
2024-01-01 00:04:42,Clear,Mountainous,Low,29.662696204736957,62.93817982232303
2024-01-01 00:04:43,Clear,Urban,Moderate,28.894950989437678,63.6746157732787
2024-01-01 00:04:44,Clear,Rural,Low,30.772576771557684,73.5157477559026
2024-01-01 00:04:45,Clear,Rural,High,29.87205400708868,79.23139510027086
2024-01-01 00:04:46,Clear,Rural,Low,30.135620767396954,67.46340520652825
2024-01-01 00:04:47,Rain,Forest,Low,29.734675190793904,73.8657319049461
2024-01-01 00:04:48,Clear,Urban,Low,29.00251443529044,69.4148950090207
2024-01-01 00:04:49,Rain,Desert,Low,30.577968686101933,66.2934398508197
2024-01-01 00:04:50,Clear,Desert,Moderate,29.38894463931273,67.09556658949063
2024-01-01 00:04:51,Clear,Rural,Low,29.01185799210645,70.37922132143451
2024-01-01 00:04:52,Rain,Desert,Moderate,30.32889150006628,69.89334802182498
2024-01-01 00:04:53,Rain,Mountainous,Low,30.74451202534667,71.057440136088
2024-01-01 00:04:54,Clear,Forest,High,29.575379311169534,67.64870116227026
2024-01-01 00:04:55,Clear,Mountainous,Low,28.789310078903707,66.4479897312068
2024-01-01 00:04:56,Clear,Forest,Low,31.420104127881384,67.52908817189787
2024-01-01 00:04:57,Cloudy,Rural,High,30.356364555854597,73.83242753671576
2024-01-01 00:04:58,Rain,Desert,Low,30.107393278323258,66.0185614814087
2024-01-01 00:04:59,Rain,Desert,Low,31.24636013499242,66.15393753064892
2024-01-01 00:05:00,Clear,Rural,Low,29.135063574123926,63.014844233858256
2024-01-01 00:05:01,Cloudy,Mountainous,Low,27.639121203055602,78.93779797444664
2024-01-01 00:05:02,Cloudy,Rural,High,29.609915887227285,71.24149336838781
2024-01-01 00:05:03,Cloudy,Rural,Low,29.475654583523923,70.1914974865908
2024-01-01 00:05:04,Clear,Desert,Low,28.898714490136378,74.08326005353416
2024-01-01 00:05:05,Clear,Desert,High,29.19298969744472,67.32631096344491
2024-01-01 00:05:06,Fog,Forest,Low,27.91658000243569,69.73649868026077
2024-01-01 00:05:07,Clear,Forest,High,29.367651902504893,70.25312221129947
2024-01-01 00:05:08,Clear,Urban,Moderate,30.524050585207384,69.82584352042271
2024-01-01 00:05:09,Storm,Desert,Low,27.92985821664453,66.0545030672799
2024-01-01 00:05:10,Clear,Desert,Low,30.86354302377695,68.72541365304278
2024-01-01 00:05:11,Cloudy,Rural,Low,28.997197936615883,69.79569291115386
2024-01-01 00:05:12,Rain,Forest,Low,29.988282881640455,74.39211650528013
2024-01-01 00:05:13,Clear,Rural,Low,29.21487322158684,56.020017782485695
2024-01-01 00:05:14,Clear,Forest,Low,29.758866071055998,76.20052014735164
2024-01-01 00:05:15,Rain,Forest,Low,30.243670290449856,77.16116976209682
2024-01-01 00:05:16,Clear,Rural,Moderate,29.13313047488171,74.36942655609016
2024-01-01 00:05:17,Cloudy,Forest,Low,29.61196042269715,73.9352926983911
2024-01-01 00:05:18,Clear,Urban,Moderate,30.227593358608104,68.38111102611813
2024-01-01 00:05:19,Clear,Urban,Low,28.07218596732261,78.6525793923918
2024-01-01 00:05:20,Clear,Desert,Low,29.775691095730348,67.66626308459799
2024-01-01 00:05:21,Clear,Mountainous,Moderate,29.794530990341183,66.54455703762115
2024-01-01 00:05:22,Cloudy,Mountainous,Low,28.72244061495611,78.04921945066906
2024-01-01 00:05:23,Storm,Rural,Low,29.342963811907072,71.40971210903439
2024-01-01 00:05:24,Clear,Mountainous,Low,30.34786487705195,67.74330044500407
2024-01-01 00:05:25,Clear,Forest,Moderate,30.339344082227306,68.59815902657478
2024-01-01 00:05:26,Clear,Desert,Moderate,30.219951442422254,67.66333239111847
2024-01-01 00:05:27,Rain,Desert,Low,30.96695377841336,67.26558473573039
2024-01-01 00:05:28,Clear,Forest,Low,29.568002684273964,60.83633391488337
2024-01-01 00:05:29,Clear,Rural,Low,28.857747637114375,69.65555260139234
2024-01-01 00:05:30,Clear,Mountainous,Low,28.34395239210313,71.10792088511559
2024-01-01 00:05:31,Rain,Urban,Low,29.74445453912136,58.35695669135819
2024-01-01 00:05:32,Clear,Urban,Low,30.26036813881514,62.45008231499129
2024-01-01 00:05:33,Clear,Urban,Low,30.95603499377441,65.26505563444616
2024-01-01 00:05:34,Clear,Desert,Low,32.06398743705826,61.45984473754466
2024-01-01 00:05:35,Clear,Rural,Low,30.134621242407356,71.49109714533897
2024-01-01 00:05:36,Rain,Forest,Low,29.750033371162775,69.16754066165946
2024-01-01 00:05:37,Clear,Desert,Low,30.063470868084217,58.56049250515683
2024-01-01 00:05:38,Fog,Desert,Moderate,28.891680663080173,61.4917932597274
2024-01-01 00:05:39,Clear,Forest,Low,28.253846618996203,66.51600299744706
